I05-2014_E2151	0	I05-2014_E2159
C92-4199_E3803	4	C92-4199_E3804
CVPR_2016_406_abs_E2724	3	CVPR_2016_406_abs_E2743
C90-3072_E3316	0	C90-3072_E3317
NIPS_2014_10_abs_E4516	0	NIPS_2014_10_abs_E4517
CVPR_2003_10_abs_E4809	4	CVPR_2003_10_abs_E4808
A92-1026_E1305	0	A92-1026_E1304
NIPS_2003_10_abs_E3747	4	NIPS_2003_10_abs_E3746
NIPS_2015_21_abs_E473	0	NIPS_2015_21_abs_E481
NIPS_2015_10_abs_E3328	2	NIPS_2015_10_abs_E3327
P01-1004_E504	0	P01-1004_E508
A00-1024_E4674	5	A00-1024_E4665
ICCV_2005_47_abs_E1146	2	ICCV_2005_47_abs_E1137
H90-1016_E1528	3	H90-1016_E1529
INTERSPEECH_2014_40_abs_E6358	0	INTERSPEECH_2014_40_abs_E6357
C88-1007_E1215	0	C88-1007_E1216
ECCV_2012_37_abs_E1937	0	ECCV_2012_37_abs_E1936
N04-1024_E4401	0	N04-1024_E4395
E91-1043_E3719	4	E91-1043_E3720
H01-1049_E5118	1	H01-1049_E5114
C04-1103_E5426	0	C04-1103_E5430
CVPR_2003_30_abs_E6404	2	CVPR_2003_30_abs_E6403
ECCV_2014_47_abs_E1340	0	ECCV_2014_47_abs_E1355
E99-1029_E1581	3	E99-1029_E1582
P01-1004_E514	0	P01-1004_E513
CVPR_2008_256_abs_E5869	0	CVPR_2008_256_abs_E5880
CVPR_2007_18_abs_E3702	0	CVPR_2007_18_abs_E3711
ICCV_2013_26_abs_E3770	0	ICCV_2013_26_abs_E3769
C04-1011_E5516	0	C04-1011_E5514
NIPS_2015_18_abs_E6086	0	NIPS_2015_18_abs_E6091
ECCV_2012_29_abs_E4234	6	ECCV_2012_29_abs_E4231
ICCV_2015_392_abs_E4955	5	ICCV_2015_392_abs_E4935
C90-3007_E1929	0	C90-3007_E1927
ICML_2016_21_abs_E3282	0	ICML_2016_21_abs_E3279
H93-1076_E1326	0	H93-1076_E1327
P06-1012_E1052	0	P06-1012_E1053
P05-1048_E4295	3	P05-1048_E4301
CVPR_2016_413_abs_E5742	0	CVPR_2016_413_abs_E5734
P05-1057_E2968	0	P05-1057_E2969
W02-1602_E6031	6	W02-1602_E6029
X98-1022_E439	0	X98-1022_E441
CVPR_2005_21_abs_E3516	0	CVPR_2005_21_abs_E3515
ICML_2016_18_abs_E6153	0	ICML_2016_18_abs_E6147
IJCAI_2010_4_abs_E761	0	IJCAI_2010_4_abs_E762
CVPR_2006_18_abs_E502	0	CVPR_2006_18_abs_E487
P03-1068_E1081	2	P03-1068_E1082
C04-1068_E3238	5	C04-1068_E3237
ICML_1995_30_abs_E868	0	ICML_1995_30_abs_E869
P08-1105_E5676	0	P08-1105_E5667
AAAI_2015_11_abs_E1920	0	AAAI_2015_11_abs_E1921
H90-1011_E236	0	H90-1011_E228
CVPR_2004_30_abs_E6385	2	CVPR_2004_30_abs_E6386
CVPR_2015_303_abs_E4994	6	CVPR_2015_303_abs_E4993
H92-1010_E4137	6	H92-1010_E4135
N03-1004_E3783	0	N03-1004_E3784
CVPR_2012_10_abs_E1014	1	CVPR_2012_10_abs_E1022
INTERSPEECH_2007_28_abs_E2936	6	INTERSPEECH_2007_28_abs_E2930
H91-1077_E1730	4	H91-1077_E1731
H89-2019_E3388	0	H89-2019_E3390
E06-1022_E5581	4	E06-1022_E5580
C90-3072_E3303	0	C90-3072_E3302
P05-1032_E1449	1	P05-1032_E1450
CVPR_2014_11_abs_E4009	0	CVPR_2014_11_abs_E3995
P06-2001_E2394	1	P06-2001_E2396
P08-2034_E2054	0	P08-2034_E2063
IJCAI_1995_190_abs_E4288	0	IJCAI_1995_190_abs_E4289
IJCNLP_2005_3_abs_E2615	0	IJCNLP_2005_3_abs_E2614
IJCAI_2001_4_abs_E4117	5	IJCAI_2001_4_abs_E4114
C96-1055_E3881	4	C96-1055_E3882
NIPS_2003_18_abs_E410	0	NIPS_2003_18_abs_E422
INTERSPEECH_2014_40_abs_E6350	2	INTERSPEECH_2014_40_abs_E6345
ICCV_2015_392_abs_E4934	0	ICCV_2015_392_abs_E4953
ECCV_2012_30_abs_E5660	2	ECCV_2012_30_abs_E5652
CVPR_1994_10_abs_E6103	0	CVPR_1994_10_abs_E6113
ICASSP_2011_598_abs_E4785	6	ICASSP_2011_598_abs_E4784
INTERSPEECH_2015_9_abs_E3401	4	INTERSPEECH_2015_9_abs_E3409
N03-1018_E2964	5	N03-1018_E2958
ECCV_2014_47_abs_E1346	0	ECCV_2014_47_abs_E1347
AAAI_2015_21_abs_E4643	4	AAAI_2015_21_abs_E4644
