J87-1003_E3	4	J87-1003_E4
J87-1003_E7	2	J87-1003_E8
J87-1003_E9	6	J87-1003_E8
CVPR_2003_18_abs_E13	0	CVPR_2003_18_abs_E16
CVPR_2003_18_abs_E16	0	CVPR_2003_18_abs_E17
CVPR_2003_18_abs_E19	2	CVPR_2003_18_abs_E18
CVPR_2003_18_abs_E20	0	CVPR_2003_18_abs_E21
CVPR_2003_18_abs_E12	0	CVPR_2003_18_abs_E14
CVPR_2003_18_abs_E12	1	CVPR_2003_18_abs_E23
CVPR_2003_18_abs_E14	0	CVPR_2003_18_abs_E15
CVPR_2003_18_abs_E15	3	CVPR_2003_18_abs_E24
CVPR_2003_18_abs_E15	0	CVPR_2003_18_abs_E25
CVPR_2003_18_abs_E24	0	CVPR_2003_18_abs_E25
CVPR_2003_18_abs_E27	6	CVPR_2003_18_abs_E26
CVPR_2003_18_abs_E28	2	CVPR_2003_18_abs_E27
CVPR_2003_18_abs_E28	4	CVPR_2003_18_abs_E29
CVPR_2003_18_abs_E29	2	CVPR_2003_18_abs_E27
CVPR_2003_18_abs_E13	0	CVPR_2003_18_abs_E30
INTERSPEECH_2013_31_abs_E35	0	INTERSPEECH_2013_31_abs_E33
INTERSPEECH_2013_31_abs_E33	0	INTERSPEECH_2013_31_abs_E36
INTERSPEECH_2013_31_abs_E33	0	INTERSPEECH_2013_31_abs_E37
INTERSPEECH_2013_31_abs_E36	4	INTERSPEECH_2013_31_abs_E37
INTERSPEECH_2013_31_abs_E40	6	INTERSPEECH_2013_31_abs_E41
INTERSPEECH_2013_31_abs_E42	0	INTERSPEECH_2013_31_abs_E41
INTERSPEECH_2013_31_abs_E42	0	INTERSPEECH_2013_31_abs_E43
INTERSPEECH_2013_31_abs_E44	5	INTERSPEECH_2013_31_abs_E45
INTERSPEECH_2013_31_abs_E46	0	INTERSPEECH_2013_31_abs_E34
INTERSPEECH_2013_31_abs_E47	2	INTERSPEECH_2013_31_abs_E46
INTERSPEECH_2013_31_abs_E49	2	INTERSPEECH_2013_31_abs_E48
INTERSPEECH_2013_31_abs_E31	0	INTERSPEECH_2013_31_abs_E33
INTERSPEECH_2013_31_abs_E33	0	INTERSPEECH_2013_31_abs_E50
INTERSPEECH_2013_31_abs_E51	6	INTERSPEECH_2013_31_abs_E50
INTERSPEECH_2013_31_abs_E51	4	INTERSPEECH_2013_31_abs_E53
INTERSPEECH_2013_31_abs_E53	6	INTERSPEECH_2013_31_abs_E50
INTERSPEECH_2013_31_abs_E57	5	INTERSPEECH_2013_31_abs_E56
INTERSPEECH_2013_31_abs_E57	4	INTERSPEECH_2013_31_abs_E58
INTERSPEECH_2013_31_abs_E58	5	INTERSPEECH_2013_31_abs_E56
INTERSPEECH_2013_31_abs_E31	0	INTERSPEECH_2013_31_abs_E33
I05-5008_E59	0	I05-5008_E60
I05-5008_E60	0	I05-5008_E61
I05-5008_E62	6	I05-5008_E61
I05-5008_E62	4	I05-5008_E63
I05-5008_E63	6	I05-5008_E61
I05-5008_E66	4	I05-5008_E65
I05-5008_E68	0	I05-5008_E67
I05-5008_E68	4	I05-5008_E69
I05-5008_E69	0	I05-5008_E67
I05-5008_E70	4	I05-5008_E66
I05-5008_E71	3	I05-5008_E72
I05-5008_E59	0	I05-5008_E73
C92-2068_E76	1	C92-2068_E77
C92-2068_E78	1	C92-2068_E79
C92-2068_E82	0	C92-2068_E75
C92-2068_E75	0	C92-2068_E90
C92-2068_E87	2	C92-2068_E75
C92-2068_E88	4	C92-2068_E89
A97-1052_E91	0	A97-1052_E92
A97-1052_E93	0	A97-1052_E91
A97-1052_E91	0	A97-1052_E95
A97-1052_E96	5	A97-1052_E97
A97-1052_E97	5	A97-1052_E95
CVPR_2006_21_abs_E100	6	CVPR_2006_21_abs_E104
CVPR_2006_21_abs_E105	2	CVPR_2006_21_abs_E100
CVPR_2006_21_abs_E110	0	CVPR_2006_21_abs_E98
CVPR_2006_21_abs_E101	0	CVPR_2006_21_abs_E98
CVPR_2006_21_abs_E111	2	CVPR_2006_21_abs_E101
CVPR_2006_21_abs_E112	0	CVPR_2006_21_abs_E101
CVPR_2006_21_abs_E112	0	CVPR_2006_21_abs_E113
CVPR_2006_21_abs_E114	0	CVPR_2006_21_abs_E113
CVPR_2006_21_abs_E98	0	CVPR_2006_21_abs_E118
CVPR_2006_21_abs_E98	0	CVPR_2006_21_abs_E119
ICCV_2013_36_abs_E123	0	ICCV_2013_36_abs_E124
ICCV_2013_36_abs_E126	0	ICCV_2013_36_abs_E125
ICCV_2013_36_abs_E129	2	ICCV_2013_36_abs_E128
ICCV_2013_36_abs_E121	0	ICCV_2013_36_abs_E130
ICCV_2013_36_abs_E121	0	ICCV_2013_36_abs_E131
ICCV_2013_36_abs_E132	5	ICCV_2013_36_abs_E121
N06-4001_E133	6	N06-4001_E134
N06-4001_E133	0	N06-4001_E135
N06-4001_E133	0	N06-4001_E137
N06-4001_E138	6	N06-4001_E137
N06-4001_E138	4	N06-4001_E139
N06-4001_E139	6	N06-4001_E137
N06-4001_E133	0	N06-4001_E140
N03-2003_E142	0	N03-2003_E141
N03-2003_E144	0	N03-2003_E143
ICCV_2011_47_abs_E146	0	ICCV_2011_47_abs_E147
ICCV_2011_47_abs_E148	0	ICCV_2011_47_abs_E146
ICCV_2011_47_abs_E146	0	ICCV_2011_47_abs_E145
ICCV_2011_47_abs_E149	0	ICCV_2011_47_abs_E145
ICCV_2011_47_abs_E149	4	ICCV_2011_47_abs_E150
ICCV_2011_47_abs_E150	0	ICCV_2011_47_abs_E145
ICCV_2011_47_abs_E151	2	ICCV_2011_47_abs_E150
ICCV_2011_47_abs_E154	0	ICCV_2011_47_abs_E155
ICCV_2011_47_abs_E145	3	ICCV_2011_47_abs_E157
ICCV_2011_47_abs_E145	0	ICCV_2011_47_abs_E158
ICCV_2011_47_abs_E157	0	ICCV_2011_47_abs_E158
CVPR_1998_10_abs_E159	0	CVPR_1998_10_abs_E164
CVPR_1998_10_abs_E162	0	CVPR_1998_10_abs_E159
CVPR_1998_10_abs_E162	4	CVPR_1998_10_abs_E163
CVPR_1998_10_abs_E163	0	CVPR_1998_10_abs_E159
CVPR_1998_10_abs_E165	6	CVPR_1998_10_abs_E164
CVPR_1998_10_abs_E165	4	CVPR_1998_10_abs_E166
CVPR_1998_10_abs_E166	6	CVPR_1998_10_abs_E164
CVPR_1998_10_abs_E166	4	CVPR_1998_10_abs_E167
CVPR_1998_10_abs_E167	6	CVPR_1998_10_abs_E164
CVPR_1998_10_abs_E167	4	CVPR_1998_10_abs_E168
CVPR_1998_10_abs_E160	0	CVPR_1998_10_abs_E169
CVPR_1998_10_abs_E175	0	CVPR_1998_10_abs_E174
CVPR_1998_10_abs_E175	0	CVPR_1998_10_abs_E177
CVPR_1998_10_abs_E176	5	CVPR_1998_10_abs_E175
IJCAI_2016_420_abs_E181	1	IJCAI_2016_420_abs_E180
IJCAI_2016_420_abs_E182	6	IJCAI_2016_420_abs_E181
IJCAI_2016_420_abs_E182	4	IJCAI_2016_420_abs_E183
IJCAI_2016_420_abs_E183	6	IJCAI_2016_420_abs_E181
IJCAI_2016_420_abs_E183	4	IJCAI_2016_420_abs_E184
IJCAI_2016_420_abs_E185	0	IJCAI_2016_420_abs_E179
IJCAI_2016_420_abs_E178	0	IJCAI_2016_420_abs_E179
IJCAI_2016_420_abs_E187	6	IJCAI_2016_420_abs_E186
IJCAI_2016_420_abs_E187	4	IJCAI_2016_420_abs_E188
IJCAI_2016_420_abs_E188	6	IJCAI_2016_420_abs_E186
IJCAI_2016_420_abs_E190	1	IJCAI_2016_420_abs_E189
IJCAI_2016_420_abs_E190	0	IJCAI_2016_420_abs_E191
IJCAI_2016_420_abs_E193	6	IJCAI_2016_420_abs_E192
IJCAI_2016_420_abs_E193	4	IJCAI_2016_420_abs_E194
IJCAI_2016_420_abs_E194	6	IJCAI_2016_420_abs_E192
IJCAI_2016_420_abs_E196	5	IJCAI_2016_420_abs_E178
IJCAI_2016_420_abs_E178	3	IJCAI_2016_420_abs_E197
ICCV_2015_403_abs_E202	1	ICCV_2015_403_abs_E198
ICCV_2015_403_abs_E203	0	ICCV_2015_403_abs_E200
ICCV_2015_403_abs_E199	0	ICCV_2015_403_abs_E203
ICCV_2015_403_abs_E206	6	ICCV_2015_403_abs_E205
ICCV_2015_403_abs_E207	0	ICCV_2015_403_abs_E198
ICCV_2015_403_abs_E208	3	ICCV_2015_403_abs_E209
ICCV_2015_403_abs_E208	0	ICCV_2015_403_abs_E210
ICCV_2015_403_abs_E209	0	ICCV_2015_403_abs_E210
ICCV_2015_403_abs_E212	0	ICCV_2015_403_abs_E211
E85-1041_E213	0	E85-1041_E214
E85-1041_E215	2	E85-1041_E214
IJCAI_2001_12_abs_E218	0	IJCAI_2001_12_abs_E219
IJCAI_2001_12_abs_E217	0	IJCAI_2001_12_abs_E221
IJCAI_2001_12_abs_E217	0	IJCAI_2001_12_abs_E221
IJCAI_2001_12_abs_E216	0	IJCAI_2001_12_abs_E217
IJCAI_2001_12_abs_E216	0	IJCAI_2001_12_abs_E222
IJCAI_2001_12_abs_E216	0	IJCAI_2001_12_abs_E223
IJCAI_2001_12_abs_E224	6	IJCAI_2001_12_abs_E216
IJCAI_2001_12_abs_E224	4	IJCAI_2001_12_abs_E225
IJCAI_2001_12_abs_E225	6	IJCAI_2001_12_abs_E216
H90-1011_E228	0	H90-1011_E230
H90-1011_E231	0	H90-1011_E228
H90-1011_E232	0	H90-1011_E228
H90-1011_E232	4	H90-1011_E231
H90-1011_E227	0	H90-1011_E233
H90-1011_E226	0	H90-1011_E227
H90-1011_E234	0	H90-1011_E235
H90-1011_E236	0	H90-1011_E228
H90-1011_E226	0	H90-1011_E229
H90-1011_E226	0	H90-1011_E237
H90-1011_E229	4	H90-1011_E237
H90-1011_E238	0	H90-1011_E226
H90-1011_E240	0	H90-1011_E229
H90-1011_E240	6	H90-1011_E239
W99-0408_E241	0	W99-0408_E242
W99-0408_E242	6	W99-0408_E243
W99-0408_E243	0	W99-0408_E244
W99-0408_E245	0	W99-0408_E243
W99-0408_E241	0	W99-0408_E246
W99-0408_E241	0	W99-0408_E247
W99-0408_E246	4	W99-0408_E247
W99-0408_E248	0	W99-0408_E241
W99-0408_E241	0	W99-0408_E249
W99-0408_E241	0	W99-0408_E250
W99-0408_E251	5	W99-0408_E250
W99-0408_E251	4	W99-0408_E252
W99-0408_E252	5	W99-0408_E250
IJCAI_2013_5_abs_E255	1	IJCAI_2013_5_abs_E256
IJCAI_2013_5_abs_E254	0	IJCAI_2013_5_abs_E253
IJCAI_2013_5_abs_E253	3	IJCAI_2013_5_abs_E260
IJCAI_2013_5_abs_E253	3	IJCAI_2013_5_abs_E261
IJCAI_2013_5_abs_E260	4	IJCAI_2013_5_abs_E261
IJCAI_2013_5_abs_E264	3	IJCAI_2013_5_abs_E265
IJCAI_2013_5_abs_E253	0	IJCAI_2013_5_abs_E268
IJCAI_2013_5_abs_E253	0	IJCAI_2013_5_abs_E270
IJCAI_2013_5_abs_E267	4	IJCAI_2013_5_abs_E253
IJCAI_2013_5_abs_E267	0	IJCAI_2013_5_abs_E268
IJCAI_2013_5_abs_E269	0	IJCAI_2013_5_abs_E253
IJCAI_2013_5_abs_E269	0	IJCAI_2013_5_abs_E253
IJCAI_2013_5_abs_E269	0	IJCAI_2013_5_abs_E267
IJCAI_2013_5_abs_E269	0	IJCAI_2013_5_abs_E267
IJCAI_2013_5_abs_E270	0	IJCAI_2013_5_abs_E254
C04-1102_E271	0	C04-1102_E272
C04-1102_E274	0	C04-1102_E271
